"Year","Outcome","RE","mean","LL","UL"
2003,"All-cause mortality","all",0.0148921272112725,0.0129703108433064,0.0168139435792387
2004,"All-cause mortality","all",0.0238694520905855,0.0214763233533411,0.0262625808278299
2005,"All-cause mortality","all",0.0323249843106474,0.0292254272450493,0.0354245413762455
2006,"All-cause mortality","all",0.0419677326168722,0.0384442297912984,0.045491235442446
2007,"All-cause mortality","all",0.0519762937948196,0.0476234545668921,0.0563291330227472
2008,"All-cause mortality","all",0.0627609366927024,0.0581017834258523,0.0674200899595525
2009,"All-cause mortality","all",0.074969832480272,0.069150608075904,0.0807890568846399
2010,"All-cause mortality","all",0.0879171596506746,0.0812275453383907,0.0946067739629585
2011,"All-cause mortality","all",0.102159892358188,0.0947781829074313,0.109541601808944
2012,"All-cause mortality","all",0.116608381632395,0.109047153697337,0.124169609567453
2013,"All-cause mortality","all",0.132881798340831,0.125208817806108,0.140554778875554
2014,"All-cause mortality","all",0.150084920612231,0.140825939277731,0.159343901946731
2015,"All-cause mortality","all",0.168174559907517,0.15801325572317,0.178335864091864
2001,"Incident Stroke","all",0,0,0
2002,"Incident Stroke","all",0.00345857765916277,0.00259495048531889,0.00432220483300665
2003,"Incident Stroke","all",0.00329322029992671,0.0024808807511209,0.00410555984873253
2004,"Incident Stroke","all",0.00303311082593925,0.00226514010283629,0.00380108154904222
2005,"Incident Stroke","all",0.00368773082489254,0.00262821954859593,0.00474724210118914
2006,"Incident Stroke","all",0.00330462498284258,0.00232736328313855,0.00428188668254661
2007,"Incident Stroke","all",0.00370358313829049,0.00290607838832696,0.00450108788825402
2008,"Incident Stroke","all",0.00334889176187174,0.00239113362240792,0.00430664990133556
2009,"Incident Stroke","all",0.00310044246970602,0.00254957177420326,0.00365131316520877
2010,"Incident Stroke","all",0.00279499260120517,0.00218643097870322,0.00340355422370713
2011,"Incident Stroke","all",0.00226422173609847,0.00170558459458695,0.00282285887760999
2012,"Incident Stroke","all",0.00499055602172203,0.00414844335072281,0.00583266869272124
2013,"Incident Stroke","all",0.00453541682393256,0.00370262479297578,0.00536820885488934
2014,"Incident Stroke","all",0.00383974184353617,0.0029914235123579,0.00468806017471443
2015,"Incident Stroke","all",0.00392393582381541,0.00313363491967392,0.0047142367279569
2001,"Incident CHD","all",0,0,0
2002,"Incident CHD","all",0.00407472317169957,0.0032849843932914,0.00486446195010774
2003,"Incident CHD","all",0.00484991014999956,0.00385769723353689,0.00584212306646224
2004,"Incident CHD","all",0.00391452401370093,0.00306899647796499,0.00476005154943686
2005,"Incident CHD","all",0.00357869851143984,0.00280481184903931,0.00435258517384037
2006,"Incident CHD","all",0.00467467266548105,0.00361835257046298,0.00573099276049913
2007,"Incident CHD","all",0.0035044210779317,0.00278929290576295,0.00421954925010044
2008,"Incident CHD","all",0.00391287470719578,0.00305621574584045,0.0047695336685511
2009,"Incident CHD","all",0.0036949099903259,0.00293347081147234,0.00445634916917946
2010,"Incident CHD","all",0.00380319439669011,0.00299707027301758,0.00460931852036265
2011,"Incident CHD","all",0.00322595990704723,0.00251950408547085,0.0039324157286236
2012,"Incident CHD","all",0.00556444932780455,0.00448516708676361,0.00664373156884549
2013,"Incident CHD","all",0.00540612686379591,0.00434790230601808,0.00646435142157374
2014,"Incident CHD","all",0.0061372984747789,0.00518666975623099,0.00708792719332682
2015,"Incident CHD","all",0.00476119450261068,0.00386219153239893,0.00566019747282243
2001,"Obesity","NHW",0.341602789656835,0.315144801354963,0.368060777958707
2002,"Obesity","NHW",0.353237439034025,0.327766198598102,0.378708679469948
2003,"Obesity","NHW",0.359445992116016,0.335042706538628,0.383849277693404
2004,"Obesity","NHW",0.364057649289776,0.338458102566712,0.38965719601284
2005,"Obesity","NHW",0.369332192534459,0.342853035459125,0.395811349609793
2006,"Obesity","NHW",0.374947948787333,0.347789840068658,0.402106057506008
2007,"Obesity","NHW",0.380608545223819,0.352639525373181,0.408577565074456
2008,"Obesity","NHW",0.385765938685213,0.356557229200251,0.414974648170175
2009,"Obesity","NHW",0.392142901567164,0.362308098859609,0.42197770427472
2010,"Obesity","NHW",0.396647160682628,0.365893683815808,0.427400637549447
2011,"Obesity","NHW",0.402005250168829,0.370498462180157,0.4335120381575
2012,"Obesity","NHW",0.40893792086539,0.376602616137512,0.441273225593267
2013,"Obesity","NHW",0.414485365639159,0.381187114021746,0.447783617256572
2014,"Obesity","NHW",0.419042460084933,0.385656066433318,0.452428853736547
2015,"Obesity","NHW",0.423026033110999,0.389173467572876,0.456878598649122
2001,"Diabetes","NHW",0.108926086960623,0.0947378010744423,0.123114372846804
2002,"Diabetes","NHW",0.127151245027328,0.113080314732181,0.141222175322475
2003,"Diabetes","NHW",0.135739753307417,0.120980399967461,0.150499106647372
2004,"Diabetes","NHW",0.144528480261823,0.130174235066009,0.158882725457638
2005,"Diabetes","NHW",0.153098825794126,0.138799268526031,0.167398383062221
2006,"Diabetes","NHW",0.161441943280237,0.147469554349692,0.175414332210781
2007,"Diabetes","NHW",0.168765259288144,0.154866590633354,0.182663927942934
2008,"Diabetes","NHW",0.175930214618917,0.162137966793423,0.189722462444411
2009,"Diabetes","NHW",0.181959095203233,0.168307183882532,0.195611006523934
2010,"Diabetes","NHW",0.187900583332022,0.173144984534503,0.202656182129541
2011,"Diabetes","NHW",0.195346234061982,0.179936090481293,0.210756377642672
2012,"Diabetes","NHW",0.200905199266357,0.18442920490667,0.217381193626045
2013,"Diabetes","NHW",0.207699328607758,0.190446154533958,0.224952502681557
2014,"Diabetes","NHW",0.21340282694483,0.195860454048063,0.230945199841597
2015,"Diabetes","NHW",0.217822004904609,0.199777911416321,0.235866098392897
2001,"CVD_history","NHW",0.1022202096735,0.0830907739228286,0.121349645424172
2002,"CVD_history","NHW",0.103453475887635,0.0841571303174653,0.122749821457805
2003,"CVD_history","NHW",0.109413706930214,0.0903692694609177,0.128458144399511
2004,"CVD_history","NHW",0.115758713540225,0.0961326217800008,0.135384805300449
2005,"CVD_history","NHW",0.119823733419301,0.0993275947194809,0.140319872119122
2006,"CVD_history","NHW",0.124762981276958,0.103760775841595,0.145765186712321
2007,"CVD_history","NHW",0.129270613959644,0.107880110464777,0.150661117454512
2008,"CVD_history","NHW",0.132317222129805,0.111477038350875,0.153157405908734
2009,"CVD_history","NHW",0.13553461619465,0.114660379441245,0.156408852948054
2010,"CVD_history","NHW",0.13803713853129,0.117267806360334,0.158806470702245
2011,"CVD_history","NHW",0.140874844370933,0.120865713309324,0.160883975432542
2012,"CVD_history","NHW",0.140397906483506,0.119901009568668,0.160894803398343
2013,"CVD_history","NHW",0.14675925901741,0.126245853903805,0.167272664131015
2014,"CVD_history","NHW",0.15167708750696,0.129689803969721,0.173664371044199
2015,"CVD_history","NHW",0.155688764061945,0.134564797452867,0.176812730671024
2001,"QALY","NHW",0.837545626246095,0.834431014232042,0.840660238260148
2002,"QALY","NHW",0.852471962232428,0.849906460523218,0.855037463941637
2003,"QALY","NHW",0.844550695477796,0.841201361824294,0.847900029131297
2004,"QALY","NHW",0.835029125539869,0.831450632830303,0.838607618249434
2005,"QALY","NHW",0.826726735618186,0.822444794024073,0.831008677212299
2006,"QALY","NHW",0.817060081288492,0.812602346520434,0.82151781605655
2007,"QALY","NHW",0.807159736602647,0.801606529628454,0.812712943576839
2008,"QALY","NHW",0.796616858345376,0.790597634090105,0.802636082600648
2009,"QALY","NHW",0.785002062443573,0.7776584265829,0.792345698304245
2010,"QALY","NHW",0.772807583269379,0.764665661735034,0.780949504803723
2011,"QALY","NHW",0.759115596640554,0.750173159123748,0.768058034157359
2012,"QALY","NHW",0.74426711030548,0.735183433279201,0.75335078733176
2013,"QALY","NHW",0.728757238507665,0.719495853430047,0.738018623585282
2014,"QALY","NHW",0.712443982957115,0.701375503952551,0.723512461961679
2015,"QALY","NHW",0.695446169647854,0.683185781122418,0.70770655817329
2001,"All-cause mortality","NHW",0,0,0
2002,"All-cause mortality","NHW",0.00773329273956278,0.00635131757893263,0.00911526790019292
2003,"All-cause mortality","NHW",0.0153652351162078,0.0129575140480502,0.0177729561843655
2004,"All-cause mortality","NHW",0.02493095246217,0.0217863727660004,0.0280755321583396
2005,"All-cause mortality","NHW",0.0329864194070437,0.0289915252996625,0.0369813135144249
2006,"All-cause mortality","NHW",0.0428912848666509,0.0384598490753456,0.0473227206579561
2007,"All-cause mortality","NHW",0.0531362028428082,0.0478173668964283,0.0584550387891882
2008,"All-cause mortality","NHW",0.0641593601778215,0.0582880861680033,0.0700306341876396
2009,"All-cause mortality","NHW",0.0766577470433124,0.0691198127845697,0.0841956813020552
2010,"All-cause mortality","NHW",0.0899442236641521,0.0813704885225822,0.0985179588057219
2011,"All-cause mortality","NHW",0.104865666534832,0.0955003193203754,0.114231013749289
2012,"All-cause mortality","NHW",0.120017906632005,0.110299007417297,0.129736805846713
2013,"All-cause mortality","NHW",0.136856010550392,0.126732136157471,0.146979884943314
2014,"All-cause mortality","NHW",0.155282298086438,0.143155274437757,0.167409321735119
2015,"All-cause mortality","NHW",0.174190120587842,0.160515206872493,0.187865034303192
2001,"Incident Stroke","NHW",0,0,0
2002,"Incident Stroke","NHW",0.00348768948728068,0.00230725286967825,0.0046681261048831
2003,"Incident Stroke","NHW",0.00313841768873117,0.00226752717916215,0.0040093081983002
2004,"Incident Stroke","NHW",0.00298897071875792,0.00207364082916465,0.00390430060835119
2005,"Incident Stroke","NHW",0.00365504908430162,0.0022983188615279,0.00501177930707534
2006,"Incident Stroke","NHW",0.0033202215622195,0.00231375686686427,0.00432668625757474
2007,"Incident Stroke","NHW",0.00372920495434877,0.00284162533215223,0.0046167845765453
2008,"Incident Stroke","NHW",0.0032169328978291,0.00210716405641118,0.00432670173924703
2009,"Incident Stroke","NHW",0.00321420400775261,0.00260879144955462,0.00381961656595059
2010,"Incident Stroke","NHW",0.00277894994022882,0.00207032229935214,0.0034875775811055
2011,"Incident Stroke","NHW",0.0023141805522091,0.00166158708920895,0.00296677401520925
2012,"Incident Stroke","NHW",0.00507312416893279,0.0039383034024939,0.00620794493537168
2013,"Incident Stroke","NHW",0.00447285610716031,0.00337906930413942,0.0055666429101812
2014,"Incident Stroke","NHW",0.00347044762541171,0.00259210587125637,0.00434878937956706
2015,"Incident Stroke","NHW",0.00373017844814293,0.00276567661196287,0.004694680284323
2001,"Incident CHD","NHW",0,0,0
2002,"Incident CHD","NHW",0.00381975852123322,0.00286915131942703,0.00477036572303941
2003,"Incident CHD","NHW",0.00473433976482959,0.0036450336903729,0.00582364583928628
2004,"Incident CHD","NHW",0.00389478357491106,0.00275647279915725,0.00503309435066487
2005,"Incident CHD","NHW",0.00336771565932919,0.00252031327021201,0.00421511804844637
2006,"Incident CHD","NHW",0.0041987557069283,0.00291378049934771,0.00548373091450888
2007,"Incident CHD","NHW",0.0032461851925613,0.00242166381364282,0.00407070657147977
2008,"Incident CHD","NHW",0.00380477657372512,0.00286119392695171,0.00474835922049854
2009,"Incident CHD","NHW",0.00356584283580358,0.00282708583713152,0.00430459983447565
2010,"Incident CHD","NHW",0.00371305781087571,0.00275855008220535,0.00466756553954607
2011,"Incident CHD","NHW",0.00267928742400944,0.00187011731275083,0.00348845753526806
2012,"Incident CHD","NHW",0.00566058148763433,0.00447442575702437,0.00684673721824429
2013,"Incident CHD","NHW",0.00549376590469009,0.0043226644215364,0.00666486738784378
2014,"Incident CHD","NHW",0.00629931924313739,0.00517998190157739,0.0074186565846974
2015,"Incident CHD","NHW",0.00445548005457035,0.00325565567045292,0.00565530443868779
2001,"Obesity","NHB",0.407477178099256,0.378716065183117,0.436238291015395
2002,"Obesity","NHB",0.409802333537017,0.381001396782562,0.438603270291473
2003,"Obesity","NHB",0.413425489320779,0.386386562564368,0.44046441607719
2004,"Obesity","NHB",0.415908375887844,0.388739659715433,0.443077092060255
2005,"Obesity","NHB",0.4191790994498,0.39174075316037,0.44661744573923
2006,"Obesity","NHB",0.422029365266419,0.394066550658639,0.449992179874199
2007,"Obesity","NHB",0.422417046339864,0.394931329600864,0.449902763078864
2008,"Obesity","NHB",0.423213426373825,0.394930458575797,0.451496394171854
2009,"Obesity","NHB",0.425591867839268,0.396517872578149,0.454665863100388
2010,"Obesity","NHB",0.426439300733392,0.39748066066673,0.455397940800055
2011,"Obesity","NHB",0.427889864419441,0.397875751913373,0.457903976925509
2012,"Obesity","NHB",0.427724729888797,0.397530118584549,0.457919341193045
2013,"Obesity","NHB",0.427777690718107,0.395930965497075,0.459624415939139
2014,"Obesity","NHB",0.428237869201423,0.39576888686902,0.460706851533825
2015,"Obesity","NHB",0.427871664995955,0.394733883914246,0.461009446077664
2001,"Diabetes","NHB",0.204969357585568,0.168118379702386,0.24182033546875
2002,"Diabetes","NHB",0.226233133470624,0.191055926731934,0.261410340209313
2003,"Diabetes","NHB",0.238598836603731,0.203105520595424,0.274092152612039
2004,"Diabetes","NHB",0.254582234087628,0.220022976677028,0.289141491498228
2005,"Diabetes","NHB",0.266740340326902,0.232118103891087,0.301362576762718
2006,"Diabetes","NHB",0.275861385494262,0.2392648502431,0.312457920745425
2007,"Diabetes","NHB",0.284595811639454,0.248027793881179,0.321163829397729
2008,"Diabetes","NHB",0.296343424858943,0.262801543666677,0.329885306051208
2009,"Diabetes","NHB",0.307066986488395,0.275489052230246,0.338644920746543
2010,"Diabetes","NHB",0.316410297432942,0.286623759533187,0.346196835332697
2011,"Diabetes","NHB",0.32560409670806,0.296687088562204,0.354521104853915
2012,"Diabetes","NHB",0.332228273237111,0.303007434367493,0.361449112106729
2013,"Diabetes","NHB",0.339212719978874,0.31022851027247,0.368196929685278
2014,"Diabetes","NHB",0.347521545203496,0.31673810722182,0.378304983185172
2015,"Diabetes","NHB",0.355200137633219,0.323846443483512,0.386553831782925
2001,"CVD_history","NHB",0.148991377375045,0.118211914213944,0.179770840536147
2002,"CVD_history","NHB",0.150941362673509,0.120122188722081,0.181760536624937
2003,"CVD_history","NHB",0.15892438558368,0.127516700555623,0.190332070611737
2004,"CVD_history","NHB",0.166119620193956,0.134735558894043,0.19750368149387
2005,"CVD_history","NHB",0.173427921470658,0.142670869157126,0.204184973784189
2006,"CVD_history","NHB",0.180411820523103,0.149563236264198,0.211260404782008
2007,"CVD_history","NHB",0.188072234285246,0.155486512190667,0.220657956379825
2008,"CVD_history","NHB",0.193114790706851,0.158762315204824,0.227467266208879
2009,"CVD_history","NHB",0.198565259431313,0.16416872053491,0.232961798327717
2010,"CVD_history","NHB",0.201914183913447,0.16777538717001,0.236052980656884
2011,"CVD_history","NHB",0.205120105086551,0.170791395350165,0.239448814822937
2012,"CVD_history","NHB",0.209961986579212,0.174104643979372,0.245819329179052
2013,"CVD_history","NHB",0.218393223669666,0.183936997163491,0.252849450175841
2014,"CVD_history","NHB",0.221831794353167,0.187320437095421,0.256343151610913
2015,"CVD_history","NHB",0.230356488276689,0.19479332352938,0.265919653023998
2001,"QALY","NHB",0.819915235312111,0.814653108037651,0.825177362586571
2002,"QALY","NHB",0.845441503782404,0.840451237684058,0.85043176988075
2003,"QALY","NHB",0.835857967230557,0.830476156406269,0.841239778054845
2004,"QALY","NHB",0.827263207175611,0.820953939308105,0.833572475043117
2005,"QALY","NHB",0.81722677144168,0.810406193910365,0.824047348972995
2006,"QALY","NHB",0.806445028531693,0.798593032963719,0.814297024099666
2007,"QALY","NHB",0.793858862776825,0.78511868432584,0.802599041227809
2008,"QALY","NHB",0.780879942913342,0.771919186458054,0.78984069936863
2009,"QALY","NHB",0.767568846768405,0.757554021688034,0.777583671848776
2010,"QALY","NHB",0.753312648075855,0.743301493063216,0.763323803088493
2011,"QALY","NHB",0.740399532233843,0.729384392013955,0.751414672453731
2012,"QALY","NHB",0.725257123572392,0.714073961637468,0.736440285507316
2013,"QALY","NHB",0.710388394153443,0.698428395257416,0.722348393049469
2014,"QALY","NHB",0.694879562897125,0.68148553577137,0.70827359002288
2015,"QALY","NHB",0.678312010515056,0.663488885762641,0.693135135267471
2001,"All-cause mortality","NHB",0,0,0
2002,"All-cause mortality","NHB",0.00809261080921364,0.00597336364673618,0.0102118579716911
2003,"All-cause mortality","NHB",0.0174249710545858,0.0140620923644874,0.0207878497446842
2004,"All-cause mortality","NHB",0.0258251976255521,0.0215252940850686,0.0301251011660355
2005,"All-cause mortality","NHB",0.0350872145593025,0.0299340445127353,0.0402403846058697
2006,"All-cause mortality","NHB",0.0466547858466876,0.0405520439492838,0.0527575277440914
2007,"All-cause mortality","NHB",0.0596495534041939,0.0525509963062265,0.0667481105021613
2008,"All-cause mortality","NHB",0.0733123471288034,0.0651452705254373,0.0814794237321696
2009,"All-cause mortality","NHB",0.087917121504424,0.0783529736074351,0.097481269401413
2010,"All-cause mortality","NHB",0.1033334910582,0.0935021006403273,0.113164881476072
2011,"All-cause mortality","NHB",0.116902292786091,0.105988650546991,0.127815935025192
2012,"All-cause mortality","NHB",0.132652577918342,0.121415854857263,0.143889300979421
2013,"All-cause mortality","NHB",0.149225592331005,0.136641683300179,0.161809501361831
2014,"All-cause mortality","NHB",0.165755020204972,0.151717248044513,0.179792792365431
2015,"All-cause mortality","NHB",0.18435762318042,0.168294990489209,0.200420255871631
2001,"Incident Stroke","NHB",0,0,0
2002,"Incident Stroke","NHB",0.00268926820437327,0.00146423353026434,0.0039143028784822
2003,"Incident Stroke","NHB",0.00405651210630047,0.00238834832835865,0.0057246758842423
2004,"Incident Stroke","NHB",0.00396214632479811,0.00196615985121689,0.00595813279837933
2005,"Incident Stroke","NHB",0.00433936380728677,0.00270500134179308,0.00597372627278046
2006,"Incident Stroke","NHB",0.00298688143117478,0.00176972870967798,0.00420403415267157
2007,"Incident Stroke","NHB",0.00421221066238441,0.0020559912427906,0.00636843008197821
2008,"Incident Stroke","NHB",0.00420672021480054,0.00276811163946683,0.00564532879013425
2009,"Incident Stroke","NHB",0.00237637795309791,0.00121836069468107,0.00353439521151475
2010,"Incident Stroke","NHB",0.00220723501054665,0.000844166292723748,0.00357030372836955
2011,"Incident Stroke","NHB",0.00218322292694677,0.00107914324780467,0.00328730260608888
2012,"Incident Stroke","NHB",0.0055201698944333,0.00383919169071555,0.00720114809815105
2013,"Incident Stroke","NHB",0.00316883259025721,0.00170960619808908,0.00462805898242533
2014,"Incident Stroke","NHB",0.00393297841895858,0.00217632385835955,0.00568963297955761
2015,"Incident Stroke","NHB",0.00460006994794328,0.00213850705190615,0.00706163284398042
2001,"Incident CHD","NHB",0,0,0
2002,"Incident CHD","NHB",0.0067167765498747,0.00435787262062987,0.00907568047911954
2003,"Incident CHD","NHB",0.0051290215701885,0.00326451400467082,0.00699352913570618
2004,"Incident CHD","NHB",0.00462780954954595,0.00274579027433606,0.00650982882475583
2005,"Incident CHD","NHB",0.00471609503026136,0.00318601311201571,0.00624617694850702
2006,"Incident CHD","NHB",0.00678312604659677,0.0043057206011416,0.00926053149205194
2007,"Incident CHD","NHB",0.00524484795364496,0.00328558208558412,0.00720411382170581
2008,"Incident CHD","NHB",0.00476167678231361,0.00316575392673711,0.0063575996378901
2009,"Incident CHD","NHB",0.00401697944626106,0.00284802702624597,0.00518593186627616
2010,"Incident CHD","NHB",0.00442851552264179,0.00299249870724601,0.00586453233803757
2011,"Incident CHD","NHB",0.00525256828671991,0.00337022005416787,0.00713491651927194
2012,"Incident CHD","NHB",0.0061475229884975,0.00451967231613398,0.00777537366086102
2013,"Incident CHD","NHB",0.00497780807070725,0.00240656703431151,0.007549049107103
2014,"Incident CHD","NHB",0.00489677738770605,0.00307969981222033,0.00671385496319178
2015,"Incident CHD","NHB",0.0055111500849746,0.00398839633245318,0.00703390383749603
2001,"Obesity","Hisp",0.311647749236618,0.242988005767001,0.380307492706234
2002,"Obesity","Hisp",0.317176466128774,0.248215688533702,0.386137243723845
2003,"Obesity","Hisp",0.32040385272573,0.25216399236742,0.38864371308404
2004,"Obesity","Hisp",0.325341834448005,0.257418646862634,0.393265022033376
2005,"Obesity","Hisp",0.328509580743515,0.26017677164054,0.39684238984649
2006,"Obesity","Hisp",0.330420652726679,0.260887860638958,0.399953444814401
2007,"Obesity","Hisp",0.335534039167803,0.268892100285259,0.402175978050346
2008,"Obesity","Hisp",0.342016796554607,0.276158101193709,0.407875491915506
2009,"Obesity","Hisp",0.350924920356404,0.287480046080077,0.41436979463273
2010,"Obesity","Hisp",0.358275047005385,0.29504602142855,0.42150407258222
2011,"Obesity","Hisp",0.369144069199965,0.30834446210297,0.42994367629696
2012,"Obesity","Hisp",0.378193090669391,0.316921686491711,0.439464494847072
2013,"Obesity","Hisp",0.385121399992288,0.323086848633983,0.447155951350592
2014,"Obesity","Hisp",0.393601805443291,0.332585327153672,0.45461828373291
2015,"Obesity","Hisp",0.404849886700345,0.343167740533469,0.466532032867221
2001,"Diabetes","Hisp",0.205398807226751,0.160709578878474,0.250088035575028
2002,"Diabetes","Hisp",0.235608452046221,0.190340261106922,0.28087664298552
2003,"Diabetes","Hisp",0.258774967195108,0.214531518109731,0.303018416280484
2004,"Diabetes","Hisp",0.28056200512295,0.232965051469314,0.328158958776586
2005,"Diabetes","Hisp",0.293853394097042,0.247979229661165,0.339727558532919
2006,"Diabetes","Hisp",0.312916883482478,0.266785375072281,0.359048391892676
2007,"Diabetes","Hisp",0.329883169419594,0.283509672013455,0.376256666825733
2008,"Diabetes","Hisp",0.348138673274617,0.303792867719102,0.392484478830132
2009,"Diabetes","Hisp",0.362726459037666,0.321300616486195,0.404152301589137
2010,"Diabetes","Hisp",0.37784923953763,0.336965099552444,0.418733379522816
2011,"Diabetes","Hisp",0.397383693398121,0.357504746448005,0.437262640348237
2012,"Diabetes","Hisp",0.410017897337094,0.369378462156684,0.450657332517504
2013,"Diabetes","Hisp",0.42153554653557,0.380835646162534,0.462235446908605
2014,"Diabetes","Hisp",0.433608423670589,0.390896187747253,0.476320659593925
2015,"Diabetes","Hisp",0.444736037950653,0.402777256284188,0.486694819617117
2001,"CVD_history","Hisp",0.0612156059730913,0.0311109117275333,0.0913203002186492
2002,"CVD_history","Hisp",0.061605408550697,0.0312091520980621,0.092001665003332
2003,"CVD_history","Hisp",0.0684256219382569,0.0376365305544212,0.0992147133220925
2004,"CVD_history","Hisp",0.0764937411408271,0.0451849322219245,0.10780255005973
2005,"CVD_history","Hisp",0.0831483739423299,0.051392341669161,0.114904406215499
2006,"CVD_history","Hisp",0.0858233912540917,0.0551129809181585,0.116533801590025
2007,"CVD_history","Hisp",0.0924619507291253,0.0622141705069881,0.122709730951263
2008,"CVD_history","Hisp",0.0992162886272929,0.0685562003266083,0.129876376927977
2009,"CVD_history","Hisp",0.102113027547448,0.0710393499826443,0.133186705112253
2010,"CVD_history","Hisp",0.107431511231409,0.0743389282113278,0.14052409425149
2011,"CVD_history","Hisp",0.113094149031813,0.0795022053498453,0.14668609271378
2012,"CVD_history","Hisp",0.116523219328708,0.0834044138631274,0.149642024794288
2013,"CVD_history","Hisp",0.122214215929326,0.0892471804797629,0.155181251378889
2014,"CVD_history","Hisp",0.129268762565876,0.0969278928411375,0.161609632290615
2015,"CVD_history","Hisp",0.135780447389226,0.103324557284601,0.16823633749385
2001,"QALY","Hisp",0.833035664044088,0.826963084743964,0.839108243344212
2002,"QALY","Hisp",0.845138909760096,0.838424769105606,0.851853050414586
2003,"QALY","Hisp",0.838979329824576,0.832104401126676,0.845854258522476
2004,"QALY","Hisp",0.831794986750385,0.823624435143042,0.839965538357728
