"Year","Outcome","RE","mean","LL","UL"
2011,"Incident CHD","NHW",0.00346465453010188,0.00216545419944415,0.0047638548607596
2012,"Incident CHD","NHW",0.00622289775518496,0.00510016085277973,0.00734563465759019
2013,"Incident CHD","NHW",0.00619078141269415,0.00455208994261608,0.00782947288277222
2014,"Incident CHD","NHW",0.00503615007869423,0.0040057133346646,0.00606658682272386
2015,"Incident CHD","NHW",0.0051760538686217,0.00417545424467611,0.0061766534925673
2001,"Obesity","NHB",0.407477178099256,0.378716065183117,0.436238291015395
2002,"Obesity","NHB",0.409663769540376,0.380841318758404,0.438486220322349
2003,"Obesity","NHB",0.413231371159409,0.384523468368122,0.441939273950697
2004,"Obesity","NHB",0.414988011719741,0.38671468506558,0.443261338373902
2005,"Obesity","NHB",0.417912049595744,0.391560217418376,0.444263881773112
2006,"Obesity","NHB",0.420703555327953,0.394368873827652,0.447038236828255
2007,"Obesity","NHB",0.422519653466083,0.395643923962132,0.449395382970035
2008,"Obesity","NHB",0.424342367501386,0.396606403115816,0.452078331886956
2009,"Obesity","NHB",0.426393910887612,0.39819030992639,0.454597511848835
2010,"Obesity","NHB",0.42532279257855,0.396784882238622,0.453860702918479
2011,"Obesity","NHB",0.426526096539767,0.397449995010078,0.455602198069456
2012,"Obesity","NHB",0.427342200797286,0.396874804953142,0.457809596641429
2013,"Obesity","NHB",0.423208072353804,0.392470391680988,0.45394575302662
2014,"Obesity","NHB",0.424940359585837,0.394719810159182,0.455160909012492
2015,"Obesity","NHB",0.423489235623518,0.392504033392,0.454474437855036
2001,"Diabetes","NHB",0.204969357585568,0.168118379702386,0.24182033546875
2002,"Diabetes","NHB",0.23859630879291,0.201220140116571,0.275972477469249
2003,"Diabetes","NHB",0.264916445366635,0.227203702024446,0.302629188708824
2004,"Diabetes","NHB",0.290236490124031,0.253318487273919,0.327154492974143
2005,"Diabetes","NHB",0.311204742834074,0.275874569121987,0.346534916546162
2006,"Diabetes","NHB",0.332888164642036,0.297577525809539,0.368198803474533
2007,"Diabetes","NHB",0.354104205923008,0.317973140418813,0.390235271427203
2008,"Diabetes","NHB",0.371321909172741,0.332768546191737,0.409875272153746
2009,"Diabetes","NHB",0.384541960523892,0.344047566660424,0.425036354387359
2010,"Diabetes","NHB",0.399441959476281,0.358483790871205,0.440400128081356
2011,"Diabetes","NHB",0.415509343095452,0.372726835348335,0.458291850842569
2012,"Diabetes","NHB",0.431759583966177,0.385547089593761,0.477972078338592
2013,"Diabetes","NHB",0.44220329113297,0.398142492782906,0.486264089483034
2014,"Diabetes","NHB",0.452527291879128,0.411102067713714,0.493952516044542
2015,"Diabetes","NHB",0.462519876962415,0.422022218372128,0.503017535552702
2001,"CVD_history","NHB",0.148991377375045,0.118211914213944,0.179770840536147
2002,"CVD_history","NHB",0.150761926279894,0.119760181778222,0.181763670781566
2003,"CVD_history","NHB",0.159264403994714,0.128501287980342,0.190027520009086
2004,"CVD_history","NHB",0.16715167613676,0.136422668876374,0.197880683397146
2005,"CVD_history","NHB",0.17474450929789,0.142056922690939,0.207432095904841
2006,"CVD_history","NHB",0.182392208789659,0.147263352105513,0.217521065473805
2007,"CVD_history","NHB",0.186498469839103,0.151842457167384,0.221154482510823
2008,"CVD_history","NHB",0.1896491838144,0.155102813790813,0.224195553837987
2009,"CVD_history","NHB",0.194561246957429,0.161066518383553,0.228055975531305
2010,"CVD_history","NHB",0.197203093397579,0.163120652778835,0.231285534016322
2011,"CVD_history","NHB",0.197178012062127,0.164238541126903,0.230117482997351
2012,"CVD_history","NHB",0.20129922473396,0.167414789489306,0.235183659978614
2013,"CVD_history","NHB",0.206443707722391,0.171368297058878,0.241519118385904
2014,"CVD_history","NHB",0.212106910290196,0.177584712966936,0.246629107613456
2015,"CVD_history","NHB",0.218228815973595,0.18306809255887,0.25338953938832
2001,"QALY","NHB",0.819915235312111,0.814653108037651,0.825177362586571
2002,"QALY","NHB",0.845239778687556,0.840354770529697,0.850124786845415
2003,"QALY","NHB",0.835705482214058,0.830132741566041,0.841278222862075
2004,"QALY","NHB",0.823439022465732,0.816342001392259,0.830536043539205
2005,"QALY","NHB",0.811991335923942,0.803836217282397,0.820146454565487
2006,"QALY","NHB",0.800112151011128,0.790280178485786,0.809944123536471
2007,"QALY","NHB",0.789196528583242,0.779383160899944,0.799009896266541
2008,"QALY","NHB",0.776970851145771,0.766002297021787,0.787939405269754
2009,"QALY","NHB",0.762383559035109,0.74980928514176,0.774957832928458
2010,"QALY","NHB",0.749002912954342,0.733396836554354,0.764608989354331
2011,"QALY","NHB",0.736540589464863,0.720890279835955,0.752190899093771
2012,"QALY","NHB",0.721353544070007,0.704466753271187,0.738240334868827
2013,"QALY","NHB",0.705552572799623,0.688383773434249,0.722721372164997
2014,"QALY","NHB",0.690373549667323,0.671676259896864,0.709070839437782
2015,"QALY","NHB",0.673517049543548,0.655165822325001,0.691868276762096
2001,"All-cause mortality","NHB",0,0,0
2002,"All-cause mortality","NHB",0.00785797095453897,0.00691819138148171,0.00879775052759623
2003,"All-cause mortality","NHB",0.0168414726754487,0.0141890976085902,0.0194938477423071
2004,"All-cause mortality","NHB",0.0283558145189012,0.0237292289011796,0.0329824001366229
2005,"All-cause mortality","NHB",0.0393445367941881,0.0334692826310085,0.0452197909573677
2006,"All-cause mortality","NHB",0.0516352423920637,0.0432175523880946,0.0600529323960327
2007,"All-cause mortality","NHB",0.0623714152639219,0.0536298012884535,0.0711130292393902
2008,"All-cause mortality","NHB",0.0749242365326338,0.0649048999045403,0.0849435731607273
2009,"All-cause mortality","NHB",0.0901791701650681,0.0784650180686318,0.101893322261504
2010,"All-cause mortality","NHB",0.10467653103925,0.0894835986732578,0.119869463405243
2011,"All-cause mortality","NHB",0.118011702124591,0.102315809127065,0.133707595122117
2012,"All-cause mortality","NHB",0.133527546548409,0.116728786866347,0.150326306230472
2013,"All-cause mortality","NHB",0.150240152549879,0.132888301754353,0.167592003345405
2014,"All-cause mortality","NHB",0.166681535689454,0.147326578731658,0.186036492647249
2015,"All-cause mortality","NHB",0.185641484832387,0.165914204299164,0.205368765365611
2001,"Incident Stroke","NHB",0,0,0
2002,"Incident Stroke","NHB",0.00507762750329625,0.00324711352061939,0.00690814148597311
2003,"Incident Stroke","NHB",0.0035282407530124,0.00180923797989887,0.00524724352612594
2004,"Incident Stroke","NHB",0.00457303153839705,0.00285219599385576,0.00629386708293834
2005,"Incident Stroke","NHB",0.0049433137075539,0.00290456215347915,0.00698206526162865
2006,"Incident Stroke","NHB",0.00307979026914,0.00172193987843371,0.00443764065984628
2007,"Incident Stroke","NHB",0.00297744352086364,0.00151735398355418,0.00443753305817309
2008,"Incident Stroke","NHB",0.00266848438154408,0.00119311711375381,0.00414385164933435
2009,"Incident Stroke","NHB",0.00318026347528613,0.00104260517077705,0.00531792177979522
2010,"Incident Stroke","NHB",0.00267121460675169,0.00120611448633322,0.00413631472717016
2011,"Incident Stroke","NHB",0.00187968031722202,0.000577783062184891,0.00318157757225914
2012,"Incident Stroke","NHB",0.00463019896263512,0.00311455955264652,0.00614583837262372
2013,"Incident Stroke","NHB",0.00455749782813714,0.00286739798160303,0.00624759767467125
2014,"Incident Stroke","NHB",0.00425416817503791,0.002917791705797,0.00559054464427883
2015,"Incident Stroke","NHB",0.00405990087644972,0.00204075476834847,0.00607904698455096
2001,"Incident CHD","NHB",0,0,0
2002,"Incident CHD","NHB",0.00489311156264789,0.00279750070112868,0.00698872242416709
2003,"Incident CHD","NHB",0.00545105755722196,0.00354080973336107,0.00736130538108284
2004,"Incident CHD","NHB",0.00467390173038535,0.00313659453111105,0.00621120892965965
2005,"Incident CHD","NHB",0.00563239696423324,0.00324630506321376,0.00801848886525272
2006,"Incident CHD","NHB",0.00505560314028029,0.00332920595141899,0.00678200032914158
2007,"Incident CHD","NHB",0.00412724835548678,0.00199526869195824,0.00625922801901533
2008,"Incident CHD","NHB",0.00448114011501859,0.00271274503388271,0.00624953519615447
2009,"Incident CHD","NHB",0.00429798613535251,0.0028336608485317,0.00576231142217333
2010,"Incident CHD","NHB",0.00430736888131826,0.00263653108938627,0.00597820667325024
2011,"Incident CHD","NHB",0.00441403212532569,0.00258364519078442,0.00624441905986696
2012,"Incident CHD","NHB",0.00643006185331409,0.00446304997642475,0.00839707373020343
2013,"Incident CHD","NHB",0.00648605431416176,0.00393488766560387,0.00903722096271965
2014,"Incident CHD","NHB",0.00605227262796623,0.00390937117641957,0.00819517407951288
2015,"Incident CHD","NHB",0.00458643143743619,0.00269626414412813,0.00647659873074424
2001,"Obesity","Hisp",0.311647749236618,0.242988005767001,0.380307492706234
2002,"Obesity","Hisp",0.316442890132674,0.24570672413988,0.387179056125467
2003,"Obesity","Hisp",0.321703504932108,0.251072643900442,0.392334365963774
2004,"Obesity","Hisp",0.327023854917365,0.255565728550498,0.398481981284233
2005,"Obesity","Hisp",0.332883159771199,0.261961516624805,0.403804802917593
2006,"Obesity","Hisp",0.337136822624654,0.266738721998398,0.407534923250911
2007,"Obesity","Hisp",0.342929208725581,0.275115758481276,0.410742658969886
2008,"Obesity","Hisp",0.349413519607767,0.28351220683347,0.415314832382064
2009,"Obesity","Hisp",0.356953829790196,0.293524749419515,0.420382910160877
2010,"Obesity","Hisp",0.366454957851756,0.303225014410735,0.429684901292777
2011,"Obesity","Hisp",0.37706856861581,0.314985275011132,0.439151862220488
2012,"Obesity","Hisp",0.388275139770776,0.327943352927597,0.448606926613954
2013,"Obesity","Hisp",0.399561800674638,0.339139266064005,0.459984335285271
2014,"Obesity","Hisp",0.410886683444118,0.34973479052768,0.472038576360557
2015,"Obesity","Hisp",0.421445465885984,0.361507204648429,0.48138372712354
2001,"Diabetes","Hisp",0.205398807226751,0.160709578878474,0.250088035575028
2002,"Diabetes","Hisp",0.23354041806262,0.186303956609359,0.280776879515881
2003,"Diabetes","Hisp",0.255284321398787,0.209422691391181,0.301145951406392
2004,"Diabetes","Hisp",0.270096431817308,0.221567460535279,0.318625403099338
2005,"Diabetes","Hisp",0.28572724520252,0.236055954473956,0.335398535931085
2006,"Diabetes","Hisp",0.304912870034159,0.254236042697778,0.35558969737054
2007,"Diabetes","Hisp",0.318515036610102,0.266885092853522,0.370144980366682
2008,"Diabetes","Hisp",0.33205828392397,0.280940586041732,0.383175981806208
2009,"Diabetes","Hisp",0.344117110747586,0.291360999883786,0.396873221611386
2010,"Diabetes","Hisp",0.360674848410452,0.307364085119968,0.413985611700935
2011,"Diabetes","Hisp",0.37514283874631,0.32086760248468,0.42941807500794
2012,"Diabetes","Hisp",0.3900657168119,0.334319428047076,0.445812005576723
2013,"Diabetes","Hisp",0.404406723183155,0.348694123473733,0.460119322892578
2014,"Diabetes","Hisp",0.416983644094035,0.360120210498621,0.473847077689449
2015,"Diabetes","Hisp",0.428788161387314,0.370143193291292,0.487433129483336
2001,"CVD_history","Hisp",0.0612156059730913,0.0311109117275333,0.0913203002186492
2002,"CVD_history","Hisp",0.0617249269265822,0.0312235543264738,0.0922262995266906
2003,"CVD_history","Hisp",0.0684746025735392,0.0381133574476019,0.0988358476994764
2004,"CVD_history","Hisp",0.0748098629774109,0.0436573831327178,0.105962342822104
2005,"CVD_history","Hisp",0.0802529465116244,0.0472100742803467,0.113295818742902
2006,"CVD_history","Hisp",0.0854497400132693,0.0532395575169152,0.117659922509623
2007,"CVD_history","Hisp",0.0893410766619274,0.0569932665267929,0.121688886797062
2008,"CVD_history","Hisp",0.0978995458220513,0.0627507575051457,0.133048334138957
2009,"CVD_history","Hisp",0.103461208473703,0.0667295353702883,0.140192881577118
2010,"CVD_history","Hisp",0.106900849355696,0.0707975163191326,0.14300418239226
2011,"CVD_history","Hisp",0.109680176754941,0.0774662411737119,0.141894112336171
2012,"CVD_history","Hisp",0.116337310360338,0.0861826533187752,0.146491967401902
2013,"CVD_history","Hisp",0.123933662267111,0.0949334503352849,0.152933874198937
2014,"CVD_history","Hisp",0.132177229116889,0.102608487980301,0.161745970253476
2015,"CVD_history","Hisp",0.137448306849991,0.105343258426124,0.169553355273859
2001,"QALY","Hisp",0.833035664044088,0.826963084743964,0.839108243344212
2002,"QALY","Hisp",0.848240799716783,0.842001243494619,0.854480355938946
2003,"QALY","Hisp",0.841180059319812,0.833445854065022,0.848914264574602
2004,"QALY","Hisp",0.834166135975166,0.824701126085428,0.843631145864903
